Paper_ID,Rhodolith beds,Chemical ecology,Reproduction,Holobiont,Deep reefs,Climate change,Fisheries,Methods,Taxonomy & Systematics,Macroalgae & Herbivory,Habitat structure,Oceanic islands,Trophic ecology & Nursery habitats ,Geomorphology & Paleontology,Oceanography & Productivity,Demography,Anthozoan biology,Hydrodynamics,Fish interactions,Invasive species,Biogeography & Phylogeography,Tourism & Pollution,Distribution limits,Cytogenetics,Conservation & Management 
BERLANDI RM 2012 J COAST RES,0.240723982,0.01719457,0.011312217,0.011312217,0.028959276,0.011312217,0.01719457,0.01719457,0.011312217,0.052488688,0.152488688,0.011312217,0.046606335,0.01719457,0.023076923,0.023076923,0.046606335,0.099547511,0.011312217,0.011312217,0.023076923,0.01719457,0.028959276,0.028959276,0.011312217
BERNAL MA 2011 ZOOTAXA,0.017325017,0.017325017,0.017325017,0.026334026,0.053361053,0.017325017,0.017325017,0.017325017,0.143451143,0.017325017,0.044352044,0.053361053,0.017325017,0.026334026,0.017325017,0.035343035,0.017325017,0.017325017,0.107415107,0.017325017,0.188496188,0.017325017,0.017325017,0.026334026,0.026334026
BERNARD AM 2017 J BIOGEOGR,0.010989011,0.010989011,0.010989011,0.016703297,0.010989011,0.016703297,0.016703297,0.010989011,0.016703297,0.022417582,0.016703297,0.136703297,0.062417582,0.022417582,0.016703297,0.016703297,0.016703297,0.010989011,0.010989011,0.010989011,0.410989011,0.022417582,0.022417582,0.028131868,0.028131868
BERNARDI G 2000 MOL PHYLOGENET EVOL,0.029496819,0.014459225,0.014459225,0.021978022,0.029496819,0.021978022,0.037015616,0.021978022,0.014459225,0.021978022,0.021978022,0.021978022,0.044534413,0.029496819,0.014459225,0.029496819,0.014459225,0.021978022,0.149797571,0.021978022,0.262579526,0.014459225,0.014459225,0.074609601,0.014459225
BERNARDI G 2008 MOL PHYLOGENET EVOL,0.011655012,0.017715618,0.011655012,0.017715618,0.023776224,0.066200466,0.017715618,0.017715618,0.066200466,0.017715618,0.011655012,0.011655012,0.041958042,0.023776224,0.011655012,0.011655012,0.011655012,0.017715618,0.017715618,0.023776224,0.241958042,0.017715618,0.035897436,0.217715618,0.017715618
BESSA E 2007 BRAZ J OCEANOGR,0.013354701,0.020299145,0.305021368,0.034188034,0.013354701,0.041132479,0.013354701,0.048076923,0.034188034,0.013354701,0.082799145,0.020299145,0.013354701,0.020299145,0.020299145,0.034188034,0.020299145,0.020299145,0.041132479,0.020299145,0.02724359,0.020299145,0.020299145,0.055021368,0.020299145
BESSA E 2011 ACTA ETHOL,0.013262599,0.013262599,0.185676393,0.020159151,0.013262599,0.068435013,0.123607427,0.013262599,0.020159151,0.020159151,0.013262599,0.020159151,0.020159151,0.020159151,0.013262599,0.013262599,0.013262599,0.033952255,0.192572944,0.033952255,0.020159151,0.027055703,0.013262599,0.033952255,0.027055703
BESSA E 2012 LAT AM J AQUAT RES,0.011052166,0.045534925,0.223695844,0.011052166,0.022546419,0.011052166,0.011052166,0.045534925,0.045534925,0.016799293,0.034040672,0.011052166,0.022546419,0.011052166,0.022546419,0.022546419,0.011052166,0.011052166,0.240937224,0.039787798,0.045534925,0.011052166,0.016799293,0.016799293,0.028293546
BESSA E 2017 AQUAT CONSERV -MAR FRESHW ECOSYST,0.016994633,0.01118068,0.016994633,0.022808587,0.016994633,0.022808587,0.01118068,0.01118068,0.01118068,0.01118068,0.022808587,0.01118068,0.057692308,0.02862254,0.046064401,0.034436494,0.022808587,0.01118068,0.063506261,0.022808587,0.01118068,0.365831843,0.01118068,0.022808587,0.075134168
BEVILACQUA AHV 2016 PLOS ONE,0.014037058,0.014037058,0.014037058,0.014037058,0.021336328,0.014037058,0.298708591,0.2476137,0.014037058,0.021336328,0.014037058,0.014037058,0.035934868,0.014037058,0.028635598,0.014037058,0.014037058,0.014037058,0.014037058,0.021336328,0.014037058,0.014037058,0.014037058,0.014037058,0.065131948
BEZERRA FHR 2003 MAR GEOL,0.012171373,0.043816943,0.024829601,0.018500487,0.012171373,0.050146056,0.024829601,0.018500487,0.024829601,0.018500487,0.024829601,0.018500487,0.018500487,0.360272639,0.018500487,0.012171373,0.018500487,0.132424537,0.012171373,0.018500487,0.018500487,0.012171373,0.031158715,0.012171373,0.012171373
BEZERRA IM 2018 MAR ENVIRON RES,0.012487512,0.025474525,0.018981019,0.012487512,0.038461538,0.018981019,0.051448551,0.018981019,0.012487512,0.018981019,0.051448551,0.012487512,0.038461538,0.012487512,0.025474525,0.018981019,0.018981019,0.051448551,0.064435564,0.018981019,0.272227772,0.018981019,0.044955045,0.018981019,0.064435564
BISPO A 2016 J MAR BIOL ASSOC U K,0.051505017,0.112374582,0.016722408,0.02541806,0.016722408,0.016722408,0.02541806,0.02541806,0.208026756,0.060200669,0.016722408,0.02541806,0.02541806,0.016722408,0.016722408,0.042809365,0.016722408,0.060200669,0.02541806,0.02541806,0.016722408,0.02541806,0.068896321,0.016722408,0.02541806
BITENCOURT JA 2014 J EXP MAR BIOL ECOL,0.012993763,0.012993763,0.012993763,0.04002079,0.053534304,0.01975052,0.012993763,0.012993763,0.01975052,0.012993763,0.012993763,0.012993763,0.012993763,0.01975052,0.012993763,0.026507277,0.01975052,0.012993763,0.012993763,0.012993763,0.06029106,0.012993763,0.012993763,0.492723493,0.012993763
BITTENCOURT ACDP 2000 AN ACAD BRAS CIENC,0.017806268,0.027065527,0.027065527,0.027065527,0.027065527,0.045584046,0.017806268,0.045584046,0.017806268,0.036324786,0.017806268,0.017806268,0.027065527,0.11965812,0.036324786,0.036324786,0.017806268,0.156695157,0.027065527,0.045584046,0.054843305,0.027065527,0.027065527,0.027065527,0.045584046
BITTENCOURT ACSP 2008 AN ACAD BRAS CIENC,0.025198939,0.016578249,0.059681698,0.025198939,0.025198939,0.042440318,0.025198939,0.042440318,0.016578249,0.016578249,0.016578249,0.016578249,0.016578249,0.197612732,0.042440318,0.016578249,0.025198939,0.085543767,0.033819629,0.025198939,0.016578249,0.025198939,0.068302387,0.033819629,0.059681698
BLABER SJM 2013 ESTUAR COAST SHELF SCI,0.012545395,0.012545395,0.034004622,0.012545395,0.021129086,0.068339386,0.085506768,0.038296467,0.021129086,0.012545395,0.029712776,0.021129086,0.137008914,0.008253549,0.072631231,0.01683724,0.012545395,0.021129086,0.012545395,0.012545395,0.059755695,0.046880158,0.06404754,0.012545395,0.119841532
BONALDO R M 2005 ,0.019425019,0.02952603,0.019425019,0.019425019,0.02952603,0.019425019,0.02952603,0.019425019,0.02952603,0.02952603,0.019425019,0.019425019,0.02952603,0.019425019,0.019425019,0.02952603,0.04972805,0.02952603,0.261849262,0.02952603,0.019425019,0.02952603,0.06993007,0.05982906,0.019425019
BONALDO RM 2006 MAR BIOL,0.01435132,0.01435132,0.051664753,0.01435132,0.021814007,0.01435132,0.01435132,0.01435132,0.01435132,0.044202067,0.021814007,0.021814007,0.096440873,0.01435132,0.01435132,0.021814007,0.021814007,0.01435132,0.409873708,0.01435132,0.021814007,0.021814007,0.021814007,0.021814007,0.01435132
BONALDO RM 2007 MAR ECOL -PROG SER,0.036337895,0.024067957,0.017932987,0.011798018,0.042472865,0.011798018,0.017932987,0.011798018,0.024067957,0.030202926,0.017932987,0.097687588,0.024067957,0.011798018,0.024067957,0.048607834,0.017932987,0.017932987,0.330816423,0.017932987,0.011798018,0.091552619,0.017932987,0.011798018,0.011798018
BONATTI E 1990 NATURE,0.037962038,0.024975025,0.024975025,0.024975025,0.050949051,0.037962038,0.024975025,0.024975025,0.037962038,0.024975025,0.024975025,0.180819181,0.024975025,0.08991009,0.024975025,0.050949051,0.024975025,0.050949051,0.024975025,0.024975025,0.024975025,0.024975025,0.037962038,0.024975025,0.024975025
BORGES DE ARAUJO HA 2008 J FORAMINIFER RES,0.03541782,0.013835086,0.013835086,0.02102933,0.02102933,0.049806309,0.042612064,0.013835086,0.013835086,0.028223575,0.057000553,0.013835086,0.013835086,0.236856669,0.02102933,0.02102933,0.013835086,0.128942999,0.02102933,0.028223575,0.013835086,0.013835086,0.028223575,0.013835086,0.042612064
BORGES DE ARAUJO HA 2018 J MAR SYST,0.026153846,0.012820513,0.012820513,0.012820513,0.046153846,0.012820513,0.012820513,0.039487179,0.012820513,0.019487179,0.019487179,0.012820513,0.019487179,0.359487179,0.059487179,0.012820513,0.026153846,0.019487179,0.019487179,0.066153846,0.012820513,0.032820513,0.052820513,0.026153846,0.019487179
BORGES VP 2014 PHYTOTAXA,0.272859216,0.018142235,0.018142235,0.03701016,0.055878084,0.018142235,0.018142235,0.046444122,0.055878084,0.046444122,0.018142235,0.046444122,0.027576197,0.027576197,0.018142235,0.018142235,0.018142235,0.018142235,0.018142235,0.018142235,0.055878084,0.018142235,0.027576197,0.027576197,0.018142235
BORNATOWSKI H 2018 J FISH BIOL,0.02374169,0.036087369,0.02374169,0.036087369,0.060778727,0.02374169,0.048433048,0.02374169,0.02374169,0.036087369,0.02374169,0.122507123,0.02374169,0.02374169,0.048433048,0.02374169,0.02374169,0.02374169,0.02374169,0.085470085,0.060778727,0.073124406,0.02374169,0.036087369,0.02374169
BOROBIA M 1992 BIOL CONSERV,0.015262515,0.031135531,0.031135531,0.015262515,0.078754579,0.015262515,0.047008547,0.039072039,0.023199023,0.015262515,0.015262515,0.047008547,0.047008547,0.015262515,0.031135531,0.126373626,0.015262515,0.102564103,0.031135531,0.015262515,0.031135531,0.023199023,0.054945055,0.031135531,0.070818071
BOSA CLAUDIA REGINA 2002 ,0.014792899,0.014792899,0.24556213,0.030177515,0.014792899,0.022485207,0.014792899,0.014792899,0.04556213,0.014792899,0.076331361,0.014792899,0.053254438,0.014792899,0.030177515,0.060946746,0.014792899,0.060946746,0.022485207,0.022485207,0.060946746,0.030177515,0.030177515,0.014792899,0.014792899
BOSCO GUSMAO J 2019 HYDROBIOLOGIA,0.011312217,0.011312217,0.011312217,0.01719457,0.01719457,0.040723982,0.011312217,0.01719457,0.011312217,0.040723982,0.252488688,0.011312217,0.052488688,0.034841629,0.01719457,0.034841629,0.023076923,0.21719457,0.011312217,0.028959276,0.011312217,0.034841629,0.028959276,0.011312217,0.01719457
BOUDAGHER-FADEL MK 2010 STRATIGRAPHY,0.024864025,0.02991453,0.02991453,0.024864025,0.06021756,0.045066045,0.014763015,0.014763015,0.014763015,0.01981352,0.00971251,0.00971251,0.014763015,0.403651904,0.05011655,0.01981352,0.014763015,0.024864025,0.00971251,0.01981352,0.014763015,0.00971251,0.02991453,0.04001554,0.00971251
BOUDAGHER-FADEL MLK 2014 MICROPALEONTOLOGY,0.061538462,0.013262599,0.040848806,0.020159151,0.040848806,0.033952255,0.027055703,0.013262599,0.040848806,0.013262599,0.027055703,0.013262599,0.013262599,0.25464191,0.013262599,0.020159151,0.013262599,0.020159151,0.013262599,0.027055703,0.144297082,0.013262599,0.033952255,0.020159151,0.027055703
BOURGUIGNON SN 2018 GEOSCIENCES,0.06917735,0.010149573,0.00667735,0.013621795,0.013621795,0.010149573,0.076121795,0.107371795,0.024038462,0.00667735,0.072649573,0.010149573,0.024038462,0.41292735,0.010149573,0.010149573,0.013621795,0.010149573,0.00667735,0.017094017,0.010149573,0.010149573,0.017094017,0.00667735,0.00667735
BOUTH HF 2011 ZOOLOGIA,0.020441097,0.020441097,0.181280258,0.027434104,0.027434104,0.01344809,0.048413125,0.027434104,0.034427111,0.01344809,0.027434104,0.027434104,0.15330823,0.01344809,0.01344809,0.055406132,0.01344809,0.097364174,0.041420118,0.01344809,0.020441097,0.027434104,0.020441097,0.01344809,0.01344809
BOUZON ZL 2000 CRYPTOGAM ALGOL,0.253467844,0.023959647,0.196090794,0.015762926,0.023959647,0.023959647,0.015762926,0.023959647,0.032156368,0.023959647,0.015762926,0.015762926,0.032156368,0.04035309,0.023959647,0.015762926,0.015762926,0.023959647,0.015762926,0.023959647,0.023959647,0.023959647,0.015762926,0.015762926,0.023959647
BOWEN BW 2006 MAR BIOL,0.011246064,0.017094017,0.075573549,0.02294197,0.028789924,0.017094017,0.017094017,0.034637877,0.04048583,0.011246064,0.017094017,0.052181736,0.034637877,0.011246064,0.017094017,0.011246064,0.011246064,0.011246064,0.046333783,0.02294197,0.373819163,0.011246064,0.02294197,0.04048583,0.011246064
BRANCO ISL 2013 NEOTROP ICHTHYOL,0.028131868,0.016703297,0.382417582,0.045274725,0.022417582,0.010989011,0.010989011,0.056703297,0.022417582,0.016703297,0.028131868,0.056703297,0.016703297,0.016703297,0.010989011,0.045274725,0.010989011,0.010989011,0.016703297,0.010989011,0.010989011,0.016703297,0.010989011,0.073846154,0.016703297
BRANDAO CS 2017 OCEAN COASTAL MANAGE,0.014245014,0.014245014,0.014245014,0.014245014,0.014245014,0.058689459,0.021652422,0.021652422,0.014245014,0.021652422,0.021652422,0.021652422,0.014245014,0.014245014,0.014245014,0.058689459,0.036467236,0.014245014,0.014245014,0.014245014,0.014245014,0.051282051,0.021652422,0.029059829,0.436467236
BRANDAO MC 2016 SYST BIODIVERS,0.027049873,0.010566357,0.1534235,0.071005917,0.016060862,0.016060862,0.027049873,0.081994928,0.071005917,0.010566357,0.016060862,0.021555368,0.021555368,0.010566357,0.021555368,0.016060862,0.016060862,0.016060862,0.010566357,0.060016906,0.186390533,0.010566357,0.016060862,0.032544379,0.038038884
BRANDINI F 2011 BRAZ J OCEANOGR,0.014568765,0.075174825,0.02972028,0.014568765,0.02972028,0.014568765,0.014568765,0.02972028,0.014568765,0.097902098,0.135780886,0.014568765,0.014568765,0.037296037,0.02972028,0.022144522,0.014568765,0.06002331,0.014568765,0.09032634,0.014568765,0.022144522,0.082750583,0.037296037,0.022144522
BRANDINI F 2014 REG ENVIR CHANG,0.020585049,0.013542795,0.020585049,0.020585049,0.020585049,0.034669556,0.147345612,0.013542795,0.027627302,0.020585049,0.034669556,0.013542795,0.027627302,0.027627302,0.013542795,0.013542795,0.020585049,0.020585049,0.013542795,0.055796316,0.013542795,0.119176598,0.041711809,0.013542795,0.20368364
BRASILEIRO PS 2016 MAR BIODIVERS,0.305769231,0.012019231,0.018269231,0.030769231,0.037019231,0.012019231,0.024519231,0.024519231,0.012019231,0.055769231,0.080769231,0.018269231,0.012019231,0.024519231,0.012019231,0.018269231,0.018269231,0.012019231,0.024519231,0.012019231,0.018269231,0.018269231,0.024519231,0.043269231,0.062019231
BRASILEIRO PS 2018 PALAIOS,0.332883491,0.011246064,0.017094017,0.011246064,0.05802969,0.017094017,0.034637877,0.017094017,0.011246064,0.017094017,0.017094017,0.02294197,0.028789924,0.122357175,0.011246064,0.087269456,0.02294197,0.011246064,0.011246064,0.011246064,0.017094017,0.011246064,0.028789924,0.017094017,0.011246064
BREEDY O 2011 ZOOTAXA,0.026329375,0.053175013,0.012906557,0.019617966,0.019617966,0.012906557,0.012906557,0.033040785,0.19411461,0.012906557,0.012906557,0.046463604,0.026329375,0.012906557,0.012906557,0.026329375,0.133711926,0.012906557,0.012906557,0.019617966,0.140423335,0.026329375,0.019617966,0.026329375,0.046463604
BREMEC C 2013 J MAR BIOL ASSOC U K,0.021978022,0.05205321,0.05205321,0.014459225,0.059572007,0.021978022,0.014459225,0.014459225,0.029496819,0.014459225,0.044534413,0.014459225,0.021978022,0.037015616,0.014459225,0.059572007,0.029496819,0.262579526,0.021978022,0.014459225,0.014459225,0.014459225,0.059572007,0.029496819,0.029496819
BREVES A 2017 AN ACAD BRAS CIENC,0.021181717,0.01393534,0.01393534,0.01393534,0.057413601,0.021181717,0.028428094,0.01393534,0.028428094,0.028428094,0.108138239,0.01393534,0.021181717,0.021181717,0.03567447,0.03567447,0.01393534,0.238573021,0.01393534,0.086399108,0.01393534,0.01393534,0.086399108,0.021181717,0.021181717
BREVES A 2017 AQUAT ECOSYST HEALTH MANAG,0.011944577,0.011944577,0.011944577,0.011944577,0.018155757,0.018155757,0.011944577,0.011944577,0.011944577,0.024366937,0.098901099,0.011944577,0.061634018,0.024366937,0.011944577,0.080267559,0.011944577,0.185857621,0.011944577,0.198279981,0.011944577,0.011944577,0.024366937,0.018155757,0.024366937
"BREVES A, 2016, MARINE BIODIVERSITY RECORDS",0.060200669,0.02541806,0.060200669,0.016722408,0.016722408,0.02541806,0.016722408,0.034113712,0.02541806,0.02541806,0.034113712,0.051505017,0.016722408,0.051505017,0.086287625,0.034113712,0.016722408,0.190635452,0.02541806,0.068896321,0.02541806,0.016722408,0.016722408,0.02541806,0.016722408
BREVES-RAMOS A 2010 J MAR BIOL ASSOC U K,0.043956044,0.01717033,0.01717033,0.035027473,0.026098901,0.01717033,0.01717033,0.01717033,0.01717033,0.026098901,0.035027473,0.01717033,0.01717033,0.026098901,0.01717033,0.115384615,0.01717033,0.088598901,0.01717033,0.249313187,0.035027473,0.01717033,0.01717033,0.035027473,0.01717033
BRITO-LOLAIA M 2020 Helgoland Mar. Res.,0.011052166,0.028293546,0.016799293,0.011052166,0.011052166,0.016799293,0.011052166,0.039787798,0.016799293,0.062776304,0.045534925,0.011052166,0.016799293,0.016799293,0.361626879,0.062776304,0.022546419,0.028293546,0.011052166,0.022546419,0.016799293,0.022546419,0.028293546,0.034040672,0.016799293
BROTTO DANIEL SHIMADA 2006 ,0.01435132,0.029276693,0.05912744,0.044202067,0.01435132,0.029276693,0.029276693,0.088978186,0.01435132,0.021814007,0.238231917,0.029276693,0.088978186,0.01435132,0.021814007,0.01435132,0.029276693,0.01435132,0.01435132,0.066590126,0.01435132,0.021814007,0.021814007,0.03673938,0.01435132
BROTTO DS 2001 BRAZ ARCH BIOL TECHNOL,0.042809365,0.034113712,0.034113712,0.042809365,0.016722408,0.02541806,0.02541806,0.034113712,0.016722408,0.016722408,0.147157191,0.016722408,0.112374582,0.016722408,0.02541806,0.016722408,0.042809365,0.016722408,0.016722408,0.060200669,0.016722408,0.042809365,0.077591973,0.068896321,0.016722408
BROTTO DS 2006 J COAST RES,0.020159151,0.013262599,0.020159151,0.033952255,0.013262599,0.020159151,0.061538462,0.033952255,0.013262599,0.047745358,0.171883289,0.027055703,0.027055703,0.013262599,0.068435013,0.013262599,0.027055703,0.027055703,0.020159151,0.047745358,0.020159151,0.033952255,0.05464191,0.061538462,0.027055703
BROTTO DS 2007 REV BRAS ZOOL,0.02724359,0.013354701,0.013354701,0.02724359,0.013354701,0.013354701,0.013354701,0.034188034,0.034188034,0.013354701,0.311965812,0.013354701,0.048076923,0.020299145,0.013354701,0.020299145,0.013354701,0.013354701,0.041132479,0.041132479,0.02724359,0.013354701,0.02724359,0.041132479,0.02724359
BRUCE T 2012 PLOS ONE,0.025117739,0.014913658,0.014913658,0.162872841,0.014913658,0.03021978,0.065934066,0.050627943,0.009811617,0.203689168,0.025117739,0.009811617,0.014913658,0.009811617,0.045525903,0.020015699,0.009811617,0.009811617,0.014913658,0.009811617,0.020015699,0.025117739,0.025117739,0.009811617,0.071036107
BRUCKNER AW 2005 REV BIOL TROP,0.030578118,0.011944577,0.024366937,0.011944577,0.030578118,0.018155757,0.098901099,0.030578118,0.036789298,0.011944577,0.011944577,0.024366937,0.011944577,0.018155757,0.018155757,0.036789298,0.036789298,0.011944577,0.061634018,0.030578118,0.030578118,0.018155757,0.055422838,0.086478739,0.223124701
BRUNELLI B 2019 J APPL PHYCOL,0.146558704,0.020242915,0.041295547,0.020242915,0.020242915,0.020242915,0.030769231,0.072874494,0.104453441,0.062348178,0.030769231,0.020242915,0.030769231,0.030769231,0.020242915,0.030769231,0.020242915,0.020242915,0.020242915,0.020242915,0.093927126,0.030769231,0.020242915,0.020242915,0.030769231
BUARQUE BV 2017 AN ACAD BRAS CIENC,0.012248898,0.012248898,0.018618324,0.018618324,0.082312592,0.024987751,0.037726605,0.056834885,0.018618324,0.024987751,0.012248898,0.018618324,0.031357178,0.330720235,0.012248898,0.012248898,0.018618324,0.063204312,0.012248898,0.012248898,0.031357178,0.012248898,0.024987751,0.044096031,0.037726605
BUENO JF 2014 INTERPRETATION,0.031158715,0.024829601,0.012171373,0.012171373,0.012171373,0.018500487,0.031158715,0.26533593,0.018500487,0.018500487,0.024829601,0.018500487,0.012171373,0.176728335,0.031158715,0.012171373,0.012171373,0.050146056,0.012171373,0.018500487,0.012171373,0.012171373,0.031158715,0.037487829,0.012171373
BUENO LS 2016 J FISH BIOL,0.021493213,0.014140271,0.117081448,0.014140271,0.021493213,0.021493213,0.139140271,0.028846154,0.014140271,0.036199095,0.043552036,0.050904977,0.014140271,0.014140271,0.06561086,0.06561086,0.028846154,0.021493213,0.021493213,0.021493213,0.021493213,0.021493213,0.06561086,0.028846154,0.021493213
"BUENO LS, 2015, MARINE BIODIVERSITY RECORDS",0.019230769,0.019230769,0.039230769,0.039230769,0.049230769,0.029230769,0.149230769,0.029230769,0.019230769,0.029230769,0.019230769,0.049230769,0.029230769,0.029230769,0.019230769,0.029230769,0.049230769,0.069230769,0.019230769,0.019230769,0.049230769,0.039230769,0.079230769,0.029230769,0.019230769
BUENO M 2010 MAR ECOL -PROG SER,0.012019231,0.012019231,0.330769231,0.024519231,0.012019231,0.018269231,0.024519231,0.024519231,0.018269231,0.012019231,0.018269231,0.018269231,0.037019231,0.043269231,0.137019231,0.043269231,0.012019231,0.049519231,0.012019231,0.037019231,0.024519231,0.012019231,0.018269231,0.018269231,0.018269231
BUENO M 2016 ESTUAR COAST SHELF SCI,0.029130633,0.017296313,0.029130633,0.017296313,0.011379153,0.035047792,0.023213473,0.029130633,0.017296313,0.141556668,0.218479745,0.011379153,0.040964952,0.058716431,0.011379153,0.017296313,0.011379153,0.123805189,0.017296313,0.017296313,0.011379153,0.029130633,0.017296313,0.011379153,0.011379153
BUENO M 2016 J MAR BIOL ASSOC U K,0.035467526,0.011515431,0.011515431,0.011515431,0.011515431,0.04145555,0.011515431,0.04145555,0.017503455,0.197144173,0.185168125,0.017503455,0.017503455,0.035467526,0.017503455,0.011515431,0.017503455,0.095347766,0.035467526,0.023491479,0.04145555,0.011515431,0.011515431,0.017503455,0.011515431
BUENO M 2017 MAR BIOL RES,0.046474359,0.020432692,0.020432692,0.036057692,0.015224359,0.046474359,0.015224359,0.030849359,0.010016026,0.260016026,0.103766026,0.020432692,0.010016026,0.015224359,0.015224359,0.025641026,0.015224359,0.108974359,0.010016026,0.036057692,0.020432692,0.020432692,0.015224359,0.015224359,0.010016026
BUENO M 2019 BULL MAR SCI,0.05872622,0.026468156,0.0318445,0.010339123,0.010339123,0.069478908,0.010339123,0.021091811,0.021091811,0.171629446,0.064102564,0.015715467,0.117866005,0.021091811,0.053349876,0.05872622,0.021091811,0.05872622,0.015715467,0.015715467,0.026468156,0.042597188,0.010339123,0.021091811,0.015715467
"BUENO PF, 2019, OCEAN COASTAL MANAGE",0.010229133,0.010229133,0.010229133,0.015548282,0.036824877,0.02086743,0.17512275,0.052782324,0.010229133,0.084697218,0.015548282,0.010229133,0.015548282,0.015548282,0.010229133,0.015548282,0.010229133,0.010229133,0.010229133,0.02086743,0.015548282,0.026186579,0.02086743,0.052782324,0.308101473
BUMBEER J 2016 BIOTA NEOTROP,0.018155757,0.067845198,0.011944577,0.018155757,0.074056378,0.018155757,0.036789298,0.011944577,0.018155757,0.117534639,0.024366937,0.055422838,0.011944577,0.030578118,0.018155757,0.024366937,0.011944577,0.067845198,0.011944577,0.105112279,0.011944577,0.011944577,0.055422838,0.030578118,0.105112279
BUMBEER J 2018 BIOL INVASIONS,0.015886288,0.015886288,0.010451505,0.015886288,0.010451505,0.026755853,0.053929766,0.086538462,0.010451505,0.015886288,0.010451505,0.010451505,0.113712375,0.02132107,0.015886288,0.010451505,0.010451505,0.010451505,0.015886288,0.238712375,0.043060201,0.086538462,0.010451505,0.015886288,0.081103679
BUMBEER JA 2012 ZOOLOGIA,0.020021075,0.033719705,0.01317176,0.02687039,0.02687039,0.01317176,0.033719705,0.033719705,0.02687039,0.020021075,0.047418335,0.01317176,0.020021075,0.020021075,0.088514226,0.033719705,0.02687039,0.05426765,0.01317176,0.252897787,0.01317176,0.04056902,0.047418335,0.01317176,0.05426765
BURGOS DC 2009 ACTA BOT BRAS,0.092568449,0.024771838,0.058670143,0.033246415,0.033246415,0.016297262,0.024771838,0.024771838,0.024771838,0.06714472,0.016297262,0.143415906,0.033246415,0.016297262,0.109517601,0.016297262,0.016297262,0.033246415,0.024771838,0.016297262,0.024771838,0.024771838,0.06714472,0.016297262,0.016297262
CABRAL IPS 2009 WSCG 2009 COMMUNICATION PAPERS PROCEEDINGS,0.022164276,0.010864841,0.010864841,0.016514559,0.016514559,0.016514559,0.010864841,0.411994785,0.010864841,0.033463711,0.022164276,0.016514559,0.027813994,0.033463711,0.039113429,0.010864841,0.010864841,0.010864841,0.022164276,0.033463711,0.010864841,0.044763146,0.033463711,0.010864841,0.084311169
CACERES-CHAMIZO JP 2017 ZOOTAXA,0.024157661,0.040686586,0.024157661,0.024157661,0.040686586,0.015893198,0.015893198,0.015893198,0.305149396,0.015893198,0.015893198,0.057215512,0.024157661,0.015893198,0.015893198,0.015893198,0.024157661,0.015893198,0.015893198,0.015893198,0.065479975,0.024157661,0.024157661,0.073744437,0.024157661
CAIRD RA 2017 SEDIMENT GEOL,0.013226592,0.008701706,0.013226592,0.072050122,0.284719805,0.058475461,0.013226592,0.017751479,0.017751479,0.013226592,0.026801253,0.013226592,0.022276366,0.167072746,0.022276366,0.013226592,0.008701706,0.053950574,0.008701706,0.026801253,0.008701706,0.008701706,0.040375914,0.022276366,0.017751479
CAIRES TA 2013 BRAZ J BOT,0.049519231,0.043269231,0.074519231,0.012019231,0.012019231,0.012019231,0.049519231,0.024519231,0.012019231,0.093269231,0.012019231,0.018269231,0.062019231,0.018269231,0.093269231,0.024519231,0.018269231,0.080769231,0.030769231,0.018269231,0.037019231,0.043269231,0.080769231,0.012019231,0.018269231
CAIRES TA 2013 BRAZ J OCEANOGR,0.021814007,0.029276693,0.029276693,0.03673938,0.021814007,0.01435132,0.066590126,0.051664753,0.021814007,0.163605052,0.01435132,0.021814007,0.05912744,0.021814007,0.133754305,0.021814007,0.021814007,0.05912744,0.029276693,0.021814007,0.021814007,0.021814007,0.029276693,0.021814007,0.021814007
CAIRES TA 2019 BRAZ J BOT,0.044378698,0.012327416,0.031558185,0.070019724,0.018737673,0.018737673,0.012327416,0.050788955,0.044378698,0.102071006,0.018737673,0.012327416,0.018737673,0.012327416,0.012327416,0.025147929,0.031558185,0.191814596,0.025147929,0.012327416,0.018737673,0.018737673,0.082840237,0.031558185,0.044378698
CALMANOVICI B 2018 MAR ECOL -PROG SER,0.017715618,0.017715618,0.023776224,0.011655012,0.017715618,0.017715618,0.011655012,0.296503497,0.011655012,0.011655012,0.011655012,0.017715618,0.017715618,0.011655012,0.011655012,0.108624709,0.011655012,0.011655012,0.187412587,0.023776224,0.017715618,0.02983683,0.017715618,0.023776224,0.048018648
CAMARA EM 2019 MAR ENV RES,0.021674458,0.016149596,0.010624734,0.016149596,0.049298768,0.137696558,0.021674458,0.043773906,0.021674458,0.054823629,0.176370591,0.010624734,0.02719932,0.021674458,0.121121972,0.02719932,0.010624734,0.010624734,0.016149596,0.010624734,0.016149596,0.054823629,0.016149596,0.016149596,0.032724182
CAMILATO V 2010 J APPL ICHTHYOL,0.02787068,0.056856187,0.02787068,0.042363434,0.02787068,0.02787068,0.02787068,0.02787068,0.056856187,0.02787068,0.056856187,0.02787068,0.02787068,0.02787068,0.02787068,0.100334448,0.042363434,0.02787068,0.056856187,0.042363434,0.042363434,0.042363434,0.02787068,0.042363434,0.02787068
CAMPBELL AE 2005 SEDIMENT GEOL,0.01642178,0.033275713,0.01642178,0.010803803,0.022039758,0.027657736,0.010803803,0.01642178,0.022039758,0.010803803,0.01642178,0.010803803,0.01642178,0.561365601,0.01642178,0.027657736,0.010803803,0.01642178,0.022039758,0.010803803,0.010803803,0.010803803,0.010803803,0.010803803,0.010803803
