decimallongitude,decimallatitude,DOI,Year,Paper_ID
-40,-20,,2019,MAGRIS RA 2019 SCI TOTAL ENVIRON
-35,-20,10.1007/s00227-021-03919-7,2021,"MAZZEI EF, 2021, MAR BIOL"
-35,-20,,2015,MEIRELLES PM 2015 PLOS ONE
-30,-20,,2001,MUSS A 2001 EVOLUTION
-30,-20,,2015,OLSON SL 2015 PROC BIOL SOC WASH
-30,-20,,2020,PACHELLE PPG 2020 ZOOTAXA
-35,-20,,2012,PEREIRA-FILHO GH 2012 J COAST RES
-35,-20,,2009,PINHEIRO HT 2009 ZOOTAXA
-30,-20,,2009,PINHEIRO HT 2009 ZOOTAXA
-30,-20,,2010,PINHEIRO HT 2010 BRAZ ARCH BIOL TECHNOL
-30,-20,,2010,PINHEIRO HT 2010 ZOOTAXA
-30,-20,,2015,PINHEIRO HT 2015 OCEAN COASTAL MANAGE
-37,-20,,2015,PINHEIRO HT 2015 PLOS ONE
-35,-20,,2015,PINHEIRO HT 2015 PLOS ONE
-32,-20,,2015,PINHEIRO HT 2015 PLOS ONE
-30,-20,,2015,PINHEIRO HT 2015 PLOS ONE
-35,-20,,2016,PINHEIRO HT 2016 ICRS
-30,-20,,2016,PINHEIRO HT 2016 ZOOKEYS
-35,-20,,2017,PINHEIRO HT 2017 NATURE
-30,-20,,2004,RANGEL 2004 AQUA
-40,-20,,2020,ROCHA GA 2020 MAR GEOL
-30,-20,,2010,ROCHA LA 2010 ZOOTAXA
-30,-20,,2020,SANTOS MEA 2020 REG STUD MAR SCI
-30,-20,,2015,SILVA-LIMA AW 2015 MICROB ECOL
-30,-20,,2013,SIMON T 2013 J FISH BIOL
-35,-20,,2016,SIMON T 2016 ICRS
-30,-20,,2018,"SOARES MO, 2018, MAR POL"
-40,-20,,2020,SOUZA BS 2020 Geomorphology
-30,-20,,2017,TAVARES M 2017 PAP AVUL ZOOLOG
-40,-20,,2019,VIEIRA FV 2019 CONT SHELF RES
-40.137311,-19.972633,10.1590/2675-2824070.21029sbn,2022,"NEVES SB, 2022, OCEAN COAST RES"
-40.05,-19.95,,2011,MIRLEAN N 2011 GEO-MAR LETT
-37.936167,-19.934167,10.1016/j.marenvres.2021.105307,2021,"ANDERSON AB, 2021, MAR ENVIRON RES"
-37.936167,-19.934167,10.1007/s00338-021-02130-w,2021,"DECHNIK B, 2021, CORAL REEFS"
-37.936167,-19.934167,10.1016/j.scitotenv.2021.151231,2022,"EVANGELISTA H, 2022, SCI TOTAL ENVIRON"
-39.8,-19.93,http://dx.doi.org/10.7717/peerj.8289,2020,MAZZUCO ACA 2020 PEERJ
-40.0811111,-19.8744444,,2016,MIRLEAN N 2016 REG STUD MAR SCI
-37.5,-19.8333333,,2013,CUNHA TJ 2013 CONT SHELF RES
-37.933,-19.817,http://dx.doi.org/10.1007/s10152-011-0264-1,2012,HENRIQUES MC 2012 HELGOLAND MAR RES
-37.773,-19.8,http://dx.doi.org/10.1007/s10152-011-0264-1,2012,HENRIQUES MC 2012 HELGOLAND MAR RES
-37.3333,-19.6667,,2008,FRANCINI-FILHO RB 2008 MAR POLLUT BULL
-39.1666667,-19.6666667,,2013,CONI EOC 2013 ENV BIOL FISH
-39.1666667,-19.6666667,,2013,FRANCINI-FILHO RB 2013 PLOS ONE
-39.1666667,-19.6666667,,2011,MOURA RL 2011 ESTUAR COAST SHELF SCI
-37.3333333,-19.6666667,,2011,PREVIERO M 2011 NEOTROP ICHTHYOL
-39.26,-19.57,http://dx.doi.org/10.1111/zoj.12394,2016,TORNABENE L 2016 ZOOL J LINN SOC
-38.3688,-19.5567,,2019,MOURA RL 2019 MAR BIODIVERS
-39.75,-19.333333,10.1016/j.scitotenv.2021.150880,2022,"CARDOSO GO, 2022, SCI TOTAL ENVIRON"
-39.75,-19.333333,10.1016/j.scitotenv.2021.150987,2022,"CONDINI MV, 2022, SCI TOTAL ENVIRON"
-39,-19,,2014,COSTA TJF 2014 MAR POLLUT BULL
-39.5,-19,,2013,MARCOLIN CR 2013 CONT SHELF RES
-40.2589778,-18.3814167,,2013,TEIXEIRA JB 2013 J ENVIRON MANAGE
-38.47,-18.13,,2008,FERNANDES LDA 2008 CRUSTACEANA
-39.01,-18.05,http://dx.doi.org/10.1007/s00227-012-1925-6,2012,SUGGETT DJ 2012 MAR BIOL
-38.6693,-18.0188,,2008,LEAO Z 2008 BIOTA NEOTROP
-39.242,-18.006,NA,1999,JOHNSSON R 1999 BULL MAR SCI
-39.051667,-18.003333,,2002,ECHEVERRIA CA 2002 REV BIOL TROP
-38.7,-18,,2009,BARBOSA CF 2009 MAR MICROPALEONTOL
-39,-18,,2008,BORGES DE ARAUJO HA 2008 J FORAMINIFER RES
-38.75,-18,NA,2000,GOMES UL 2000 COPEIA
-39,-18,,2005,LEAO ZMAN 2005 MAR POLLUT BULL
-39,-18,10.3389/fmars.2022.701244,2022,"ROLIM FA, 2022, FRONT MAR SCI"
-38.671,-17.998,http://dx.doi.org/10.1111/mec.13775,2016,GARCIA GD 2016 MOL ECOL
-38.697111,-17.991722,10.1016/j.margeo.2021.106659,2021,"CETTO PH, 2021, MAR GEOL"
-38.697111,-17.991722,10.1016/j.chemosphere.2021.133216,2022,"DAL PIZZOL JL, 2022, CHEMOSPHERE"
-38.7,-17.9833333,,2012,BERLANDI RM 2012 J COAST RES
-38.7167,-17.9833,,2007,TAMEGA FTS 2007 
-39.2567,-17.9717,,2003,DE BARROS MML 2003 BULL MAR SCI
-38.6705,-17.97005,,2011,SEGAL B 2011 BRAZ J OCEANOGR
-38.7,-17.97,10.1016/j.jenvman.2022.114838,2022,"GUABIROBA HC, 2022, J ENVIRON MANAGE"
-38.7,-17.967,NA,1994,AMARAL FD 1994 CORAL REEFS
-38.7,-17.967,http://dx.doi.org/10.1111/j.1095-8649.2012.03441.x,2012,LONGO GO 2012 J FISH BIOL
-40,-17.967,http://dx.doi.org/10.1111/j.1095-8649.2010.02586.x,2010,PIMENTEL CR 2010 J FISH BIOL
-38.7,-17.967,NA,1992,PIRES DO 1992 BULL MAR SCI
-38.7,-17.967,http://dx.doi.org/10.1111/j.1600-0706.2009.18222.x,2010,SAZIMA C 2010 OIKOS
-38.7,-17.967,http://dx.doi.org/10.1007/s00338-015-1373-0,2016,TAMEGA FTS 2016 CORAL REEFS
-38.7,-17.967,NA,1997,VILLACA R 1997 BRAZ J OCEANOGR
-39.19815,-17.966733,,2006,BARROS MONICA MORAES LINS DE 2006 
-38.7167,-17.9667,,2003,DE PAULA AF 2003 BOT MARINA
-38.7,-17.966667,,2001,SAZIMA C 2001 CYBIUM
-38.7,-17.966667,,2001,SEGAL B 2001 BULL MAR SCI
-38.7,-17.9666667,,2012,"LONGO GO, 2012, MARINE BIODIVERSITY RECORDS"
-38.703,-17.965,http://dx.doi.org/10.3389/fmicb.2017.00784,2017,SILVEIRA CB 2017 FRONT MICROBIOL
-38.6917,-17.9633,,2015,"ALMEIDA AO, 2015, MARINE BIODIVERSITY RECORDS"
-38.6917,-17.9633,,1997,AMADO-FILHO 1997 ICRS8
-38.6917,-17.9633,,2018,AMADO-FILHO GM 2018 ALGAE
-38.6917,-17.9633,,2003,ANDRADE ACS 2003 AN ACAD BRAS CIENC
-38.6917,-17.9633,,2009,ARAUJO JN 2009 J APPL ICHTHYOL
-38.6917,-17.9633,,2015,BAHIA RG 2015 PHYTOTAXA
-38.6917,-17.9633,,2013,BASTOS AC 2013 CONT SHELF RES
-38.6917,-17.9633,,2015,BASTOS AC 2015 J SOUTH AM EARTH SCI
-38.6917,-17.9633,,2016,BASTOS AC 2016 PALEOGEOGR PALEOCLIMATOL PALEOECOL
-38.6917,-17.9633,,2018,BASTOS AC 2018 SCI REP
-38.6917,-17.9633,,2016,BRASILEIRO PS 2016 MAR BIODIVERS
-38.6917,-17.9633,,2017,CONI EOC 2017 MAR BIOL
-38.6917,-17.9633,,2015,D'AGOSTINI DP 2015 J SEDIMENT RES
-38.6917,-17.9633,,2019,D'AGOSTINI DP 2019 GEO-MAR LETT
-38.6917,-17.9633,,2015,"DEALMEIDA ACS, 2015, MARINE BIODIVERSITY RECORDS"
-38.6917,-17.9633,,2016,DOS REIS VM 2016 PLOS ONE
-38.6917,-17.9633,,2007,"EVANGELISTA H, 2007, "
-38.6917,-17.9633,,1997,FIGUEIREDO 1997 ICRS8
-38.6917,-17.9633,,2019,FREITAS LM 2019 CORAL REEFS
-38.6917,-17.9633,,2015,FREITAS MO 2015 ACTA ICHTHYOL PISCAT
-38.6917,-17.9633,,2017,FREITAS MO 2017 NEOTROP ICHTHYOL
-38.6917,-17.9633,,2019,FREITAS MO 2019 PEERJ
-38.6917,-17.9633,,2016,FRIEDMANN ANGELI JL 2016 RADIOCHIM ACTA
-38.6917,-17.9633,,2016,GIBRAN FZ 2016 ICRS
-38.6917,-17.9633,,2015,GIGLIO VJ 2015 TOURISM MANAGE
-38.6917,-17.9633,,2016,GIGLIO VJ 2016 ENVIRON MANAGE
-38.6917,-17.9633,,2018,GIGLIO VJ 2018 AQUAT CONSERV -MAR FRESHW ECOSYST
-38.6917,-17.9633,,2018,GRILLO AC 2018 MAR ECOL -EVOL PERSP
-38.6917,-17.9633,,2016,JESIONEK MB 2016 ALGAE
-38.6917,-17.9633,,2013,KIKUCHI RKP 2013 J EXP MAR BIOL ECOL
-38.6917,-17.9633,,2013,KOETTKER AG 2013 CONT SHELF RES
-38.6917,-17.9633,,2012,KRUG LA 2012 INT J REMOTE SENS
-38.6917,-17.9633,,2013,KRUG LA 2013 ENVIRON MODELL SOFTW
-38.6917,-17.9633,,1967,LABOREL 1967
-38.6917,-17.9633,,1997,LEAO & GINSBURG 1997 ICRS8
-38.6917,-17.9633,,1999,LEIPE T 1999 GEO-MAR LETT
-38.6917,-17.9633,,2019,LELLYS NT 2019 MAR ECOL -PROG SER
-38.6917,-17.9633,,2017,LUCENA RA 2017 MAR BIODIVERS
-38.6917,-17.9633,,2017,MAZZEI EF 2017 MAR POLLUT BULL
-38.6917,-17.9633,,2013,MOURA RL 2013 CONT SHELF RES
-38.6917,-17.9633,,2000,NONAKA RH 2000 FISH BULL
-38.6917,-17.9633,,2016,NUNES JACC 2016 NEOTROP ICHTHYOL
-38.6917,-17.9633,,2018,PEREIRA FIGUEIREDO LG 2018 J SEA RES
-38.6917,-17.9633,,2019,PIMENTEL CR 2019 J FISH BIOL
-38.6917,-17.9633,,1998,PITOMBO 1988 ICRS6
-38.6917,-17.9633,,2019,RICHARDS JL 2019 PHYTOTAXA
-38.6917,-17.9633,,2006,ROBERTSON DR 2006 MOL PHYLOGENET EVOL
-38.6917,-17.9633,,2017,SIEGLE E 2017 EARTH FUTURE
-38.6917,-17.9633,,2017,SILVA BSO 2017 MICROBIOL RESOUR ANN
-38.6917,-17.9633,,2015,SILVA-LIMA AW 2015 MICROB ECOL
-38.6917,-17.9633,,2015,SILVEIRA CB 2015 ENVIRON MICROBIOL
-38.6917,-17.9633,,2015,SOLEDADE GO 2015 ZOOTAXA
-38.6917,-17.9633,,2017,SOLEDADE GO 2017 NAUPLIUS
-38.6917,-17.9633,,2015,SPOTORNO-OLIVEIRA P 2015 J EXP MAR BIOL ECOL
-38.6917,-17.9633,,2014,TAMEGA FTS 2014 PHYTOTAXA
-38.6917,-17.9633,,2019,TAMEGA FTS 2019 FRONT MAR SCI
-38.6917,-17.9633,,2019,TEIXEIRA CD 2019 CORAL REEFS
-38.6917,-17.9633,,2013,TORRANO-SILVA BN 2013 CONT SHELF RES
-38.6917,-17.9633,,2019,VIDAL LMR 2019 CURR MICROBIOL
-38.6917,-17.9633,,2017,WALSH K 2017 PEERJ
-38.6917,-17.9633,,2016,WALTER JM 2016 PLOS ONE
-38.6917,-17.9633,,2017,ZAPELINI C 2017 J ETHNOBIOL
-38.67,-17.9616667,,2013,ALMEIDA CM 2013 CONT SHELF RES
-38.5056389,-17.9590833,,2012,BRUCE T 2012 PLOS ONE
-38.505639,-17.959083,10.1007/s00248-021-01868-8,2022,"VARASTEH T, 2022, MICROB ECOL"
-38.506,-17.959,http://dx.doi.org/10.1007/s00248-019-01480-x,2020,WALTER JM NA MICROB ECOL
-38.3094667,-17.9039167,,2012,LEAL RN 2012 J COAST RES
-41.9,-17.86666,10.1016/j.fishres.2021.105937,2021,"BEZERRA IM, 2021, FISH RES"
-38.12,-17.85,,2013,CAVALCANTI GS 2013 CONT SHELF RES
-38.833,-17.833,NA,1999,KNOPPERS B 1999 ARCH FISH MAR RES
-38.23744,-17.8133,,2014,CAVALCANTI GS 2014 ISME J
-39.05,-17.7833333,,2013,DE CASTRO AP 2013 CONT SHELF RES
-39.1833333,-17.7666667,,2012,DA SILVA JUNIOR DR 2012 BRAZ J OCEANOGR
-39.22345,-17.7560667,,2013,LOIOLA M 2013 MAR POLLUT BULL
-39.25,-17.75,,2013,FRANCA SCHETTINI CA 2013 CONT SHELF RES
-39.233,-17.7,http://dx.doi.org/10.1111/j.1095-8649.2012.03377.x,2012,BARROS B 2012 J FISH BIOL
-39.333,-17.5,NA,1996,DRUFFEL ERM 1996 RADIOCARBON
-39.3,-17.5,http://dx.doi.org/10.1007/s00382-007-0224-2,2007,HALIMEDA KILBOURNE K 2007 CLIM DYN
-39.1339667,-17.4367333,,2012,BARBOSA CF 2012 J FORAMINIFER RES
-39.1339667,-17.4367333,,2012,BARREIRA E CASTRO C 2012 BRAZ J OCEANOGR
-39.033,-17.417,NA,2000,DE BARROS MML 2000 REV BIOL TROP
-39.033,-17.417,NA,1999,EPIFANIO RD 1999 J CHEM ECOL
-39.033,-17.417,NA,1999,PIRES DO 1999 MAR BIOL
-39.033,-17.417,NA,1999,SAZIMA I 1999 ENVIRON BIOL FISHES
-39.033,-17.417,NA,2000,WERNER TB 2000 COAST MANAGE
-39,-17.3333333,,2012,OLIVEIRA-SILVA P 2012 MAR MICROPALEONTOL
-39.5,-17.3333333,,2013,SILVA AS 2013 CONT SHELF RES
-38.083333,-17.333333,10.1016/j.scitotenv.2021.151231,2022,"EVANGELISTA H, 2022, SCI TOTAL ENVIRON"
-39.5,-17.33333,,2010,ALVES N 2010 ENVIRON MICROBIOL REP
-39.5,-17.33333,,2012,AMADO-FILHO GM 2012 PLOS ONE
-39.5,-17.33333,10.1038/s41598-020-69613-8,2020,"ARANTES LS, 2020, SCI REP"
-39.5,-17.33333,,2018,BRASILEIRO PS 2018 PALAIOS
-39.5,-17.33333,,2019,"BUENO PF, 2019, OCEAN COASTAL MANAGE"
-39.5,-17.33333,10.3389/fmars.2021.717435,2021,"CARDOZO-FERREIRA GC, 2021, FRONT MAR SCI"
-39.5,-17.33333,,2013,CAVALCANTI CONI EO 2013 ENVIRON BIOL FISHES
-39.5,-17.33333,,2020,COIMBRA KEYLA THAYRINNE OLIVEIRA 2020 
-39.5,-17.33333,,2002,COUTINHO AF 2002 HETEROCYCLES
-39.5,-17.33333,,2015,D'AGOSTINI A 2015 PLOS ONE
-39.5,-17.33333,,2011,DE ALBUQUERQUE CQ 2011 BRAZ J OCEANOGR
-39.5,-17.33333,,2019,DE MORAES FC 2019 MAR ECOL -EVOL PERSP
-39.5,-17.33333,,2007,DE O FIGUEIREDO MA 2007 CIENC MAR
-39.5,-17.33333,,2019,DECHNIK B 2019 QUAT SCI REV
-39.5,-17.33333,,2006,DUTRA LXC 2006 J COAST RES
-39.5,-17.33333,,2015,FERNANDO SC 2015 MICROB ECOL
-39.5,-17.33333,,2006,FERREIRA CEL 2006 J FISH BIOL
-39.5,-17.33333,,2000,Figueiredo & Steneck 2000 ICRS9
-39.5,-17.33333,,2006,FLOETER SR 2006 BIOL CONSERV
-39.5,-17.33333,,2010,FRANCINI-FILHO R 2010 LAT AM J AQUAT RES
-39.5,-17.33333,,2010,FRANCINI-FILHO RB 2010 J MAR BIOL ASSOC U K
-39.5,-17.33333,,2014,FREITAS MO 2014 J MAR BIOL ASSOC U K
-39.5,-17.33333,,2018,FREITAS MO 2018 ENVIRON BIOL FISHES
-39.5,-17.33333,,2013,GARCIA GD 2013 MICROB ECOL
-39.5,-17.33333,,2018,GIGLIO VJ 2018 MAR POL-a
-39.5,-17.33333,,2020,GIGLIO VJ 2020 REG STUD MAR SCI
-39.5,-17.33333,,2017,HOFFMANN GCS 2017 J FISH BIOL
-39.5,-17.33333,,2010,KIKUCHI RUY KP 2010 
-39.5,-17.33333,,2010,LEAO Z 2010 PANAMJAS
-40,-17.33333,,2006,LESSA GC 2006 J COAST RES
-39.5,-17.33333,,2020,LIEDKE ANA MR 2020 
-39.5,-17.33333,,2019,LOIOLA M 2019 MAR ENVIRON RES
-39.5,-17.33333,,2020,MENANDRO PS 2020 GEOSCIENCES
-39.5,-17.33333,,2020,MENEZES N 2020 MAR BIODIVERS
-39.5,-17.33333,10.1016/j.ecss.2021.107637,2021,"MENEZES R, 2021, ESTUAR COAST SHELF SCI"
-39.5,-17.33333,10.4003/006.038.0202,2021,"PEREIRA COSTA FM, 2021, AM MALACOL BULL"
-39.5,-17.33333,,2020,PEREIRA DA COSTA FM NA J OCEANOL LIMNOL
-39.5,-17.33333,,2000,PIRES 2000 ICRS9
-39.5,-17.33333,,2011,PIRES DO 2011 J MAR BIOL ASSOC U K
-39.5,-17.33333,10.1111/fme.12406,2020,"PREVIERO M, 2020, FISHERIES MANAG ECOL"
-39.5,-17.33333,,2017,QUESADA-SILVA M 2017 BRAZ J OCEANOGR
-39.5,-17.33333,,2018,RAMALHO LV 2018 ZOOTAXA
-39.5,-17.33333,,2018,RIBEIRO F 2018 PEERJ
-39.5,-17.33333,,2004,RIBEIRO SM 2004 ZOOTAXA
-39.5,-17.33333,10.1038/s41598-020-76207-x,2020,"ROOS NC, 2020, SCI REP"
-39.5,-17.33333,,2015,SANTOS FAUSTINO DA COSTA AE 2015 BRAZ J OCEANOGR
-39.5,-17.33333,,2000,SEGAL & CASTRO 2000 ICRS9
-39.5,-17.33333,,2008,SEGAL B 2008 CONT SHELF RES
-39.5,-17.33333,10.1007/s00248-020-01588-5,2021,"SILVA-LIMA AW, 2021, MICROB ECOL"
-39.5,-17.33333,,2016,SIMON T 2016 J FISH BIOL
-39.5,-17.33333,,2006,TRAVASSOS MP 2006 J COAST RES
-39.5,-17.33333,,2020,VARASTEH T 2020 SYMBIOSIS
-39.5,-17.33333,10.1007/s00248-020-01551-4,2021,"VARASTEH T, 2021, MICROB ECOL"
-39.5,-17.33333,10.1007/s00203-021-02279-6,2021,"VIDAL LMR, 2021, ARCH MICROBIOL"
-39.5,-17.33333,,2019,ZAPELINI C 2019 AQUAT CONSERV -MAR FRESHW ECOSYST
-36.999,-17.01,http://dx.doi.org/10.7717/peerj.741,2015,CHIMETTO TONON LA 2015 PEERJ
-39,-17.001,http://dx.doi.org/10.7717/peerj.741,2015,CHIMETTO TONON LA 2015 PEERJ
-39.0776111,-16.9173056,,2010,DE CASTRO AP 2010 MICROB ECOL
-39.0667,-16.9167,,2008,FRANCINI-FILHO RB 2008 AQUAT CONSERV -MAR FRESHW ECOSYST
-39.0667,-16.9167,,2008,FRANCINI-FILHO RB 2008 FISH RES
-39.083,-16.897,http://dx.doi.org/10.1080/07924259.2006.9652213,2006,LINS DE BARROS MM 2006 INVERTEBR REPROD DEV
-39.08275,-16.896933,,2006,BARROS MONICA MORAES LINS DE 2006 
-39.0905,-16.8918,,2008,LEAO Z 2008 BIOTA NEOTROP
-39.0917,-16.8878,,2008,CRUZ ICS 2008 BRAZ J OCEANOGR
-39.1,-16.8,,2009,DE MOURA RL 2009 COAST MANAGE
-39.167,-16.667,10.1007/s00227-021-03863-6,2021,"LAGE FERREIRA LC, 2021, MAR BIOL"
-39.1667,-16.6667,,2008,FRANCINI-FILHO RB 2008 NEOTROP ICHTHYOL
-39.75,-16.6667,,2007,MORETE ME 2007 J MAR BIOL ASSOC U K
-39.166667,-16.666667,10.3389/fmars.2021.790277,2022,"RIBEIRO FV, 2022, FRONT MAR SCI"
-37.3333333,-16.6666667,,2011,FREITAS MO 2011 NEOTROP ICHTHYOL
-37.3333333,-16.6666667,,2011,FREITAS MO 2011 SCI MAR
-39.0638611,-16.4913333,,2012,SANTOS HF 2012 BRAZ J MICROBIOL
-39.065,-16.45,http://dx.doi.org/10.1371/journal.pone.0154844,2016,SCHERNER F 2016 PLOS ONE
-39.002,-16.419,http://dx.doi.org/10.1590/S1679-87592016080806403,2016,MARTINS WINTER AP 2016 BRAZ J OCEANOGR
-38.9883333,-16.4183333,,2018,DE PAULA YC 2018 BIOTA NEOTROP
-38.983,-16.417,http://dx.doi.org/10.1007/s00227-017-3263-1,2018,MIES M 2018 MAR BIOL
-38.98825,-16.4133667,,2012,SEGAL B 2012 CEINC MAR
-38.983944,-16.410361,10.1007/s00338-022-02296-x,2022,"ESTEVES AM, 2022, CORAL REEFS"
-38.983,-16.406,http://dx.doi.org/10.1007/s00338-017-1605-6,2017,DE BARROS MARANGONI LF 2017 CORAL REEFS
-38.983,-16.401,http://dx.doi.org/10.1007/s00338-018-1681-2,2018,LUZ DC 2018 CORAL REEFS
-38.975,-16.392,,2020,BARBOSA-FILHO MLV 2020 HUMAN ECOL
-38.975,-16.392,,2020,BARBOSA-FILHO MLV 2020 OCEAN COASTAL MANAGE-a
-38.975,-16.392,,2019,BARROS MARANGONI LF 2019 AQUAT TOXICOL
-38.975,-16.392,,2013,BENDER MG 2013 FISHERIES MANAG ECOL
-38.975,-16.392,,2000,COSTA 2000 ICRS9
-38.975,-16.392,,2000,COSTA OS 2000 HYDROBIOLOGIA
-38.975,-16.392,,2002,COSTA OS 2002 BOT MARINA
-38.975,-16.392,,2006,COSTA OS 2006 J MAR SYST
-38.975,-16.392,,2007,COSTA OS 2007 BRAZ J OCEANOGR
-38.975,-16.392,,2008,COSTA OS 2008 J SOUTH AM EARTH SCI
-38.975,-16.392,,2003,COSTA PAS 2003 FISH RES
-38.975,-16.392,,2015,D'AGOSTINI A 2015 PLOS ONE
-38.975,-16.392,,2015,DE ARAUJO JC 2015 2015 IEEE/OES ACOUSTICS IN UNDERWATER GEOSCIENCES SYMPOSIUM
-38.975,-16.392,,2017,DE BARROS MARANGONI LF 2017 MAR ENVIRON RES
-38.975,-16.392,,2019,DE BARROS MARANGONI LF 2019 MICROORGANISMS
-38.975,-16.392,,2013,DE LIMA LA 2013 PROTEIN PEPT LETT
-38.975,-16.392,,2007,DE MELO M 2007 BRAZ J OCEANOGR
-38.975,-16.392,,2020,DUARTE GAS 2020 FRONT MAR SCI
-38.975,-16.392,,2017,EGGERTSEN L 2017 ESTUAR COAST SHELF SCI
-38.975,-16.392,,2017,FONSECA JS 2017 AQUAT TOXICOL
-38.975,-16.392,,2019,FONSECA JS 2019 CHEMOSPHERE
-38.975,-16.392,,2019,FONSECA JS 2019 CHEMOSPHERE-a
-38.975,-16.392,,2010,KIKUCHI RUY KP 2010 
-38.975,-16.392,,2012,KRUG LA 2012 INT J REMOTE SENS
-38.975,-16.392,,2016,LABBE-BELLAS R 2016 REG STUD MAR SCI
-38.975,-16.392,,2010,LEAO Z 2010 PANAMJAS
-38.975,-16.392,,2017,LEITE DCA 2017 FRONT MICROBIOL
-38.975,-16.392,,2018,LEITE DCA 2018 FRONT MICROBIOL
-38.975,-16.392,,2015,LONGHINI CM 2015 ESTUAR COAST SHELF SCI
-38.975,-16.392,,2012,MARIATH R 2012 ALGAE
-38.975,-16.392,,2013,MARIATH R 2013 HELGOLAND MAR RES
-38.975,-16.392,,2019,MARQUES JA 2019 SCI TOTAL ENVIRON
-38.975,-16.392,,2015,"OLIVEIRA MV, 2015, MARINE BIODIVERSITY RECORDS"
-38.975,-16.392,,2020,PEREIRA CM 2020 MAR ENVIRON RES
-38.975,-16.392,,2015,SARMENTO VC 2015 CORAL REEFS
-38.975,-16.392,,2016,SEOANE JCS 2016 ICRS
-38.975,-16.392,10.3390/microorganisms9112235,2021,"SPINDOLA VILELA CL, 2021, MICROORGANISMS"
-38.975,-16.392,,2018,TEDESCO EC 2018 J NAT HIST
-38.975,-16.392,10.1016/j.marpol.2021.104797,2021,"VARGAS BARBOSA FILHO ML, 2021, MAR POL"
-38.975,-16.392,,2014,ZILBERBERG C 2014 J HERED
-38.982,-16.39,http://dx.doi.org/10.1002/ece3.3717,2018,LEITE DCA 2018 ECOL EVOL
-38.983,-16.383,http://dx.doi.org/10.1590/2358-2936e2016005,2016,SANTOS PS 2016 NAUPLIUS
-38.966667,-16.266667,,2010,CHAVES LCT 2010 BRAZ J OCEANOGR
-38.9515,-16.2372,,2008,LEAO Z 2008 BIOTA NEOTROP
-38.920872,-16.182019,10.1007/s00338-022-02303-1,2022,"BRAZ GB, 2022, CORAL REEFS"
-39,-16,,2011,MARTINS VS 2011 AN ACAD BRAS CIENC
-38,-16,10.1016/j.ecss.2021.107363,2021,"NEGRAO F, 2021, ESTUAR COAST SHELF SCI"
-38.9,-15.417,NA,1999,OVALLE ARC 1999 GEO-MAR LETT
-38.999,-14.2767,,2020,BARBOSA-FILHO MLV 2020 OCEAN COASTAL MANAGE
-38.999,-14.2767,,2013,CARVALHO RC 2013 J COAST CONSERV
-38.999,-14.2767,,2018,DOS SANTOS CB 2018 ENVIRON MONIT ASSESS
-38.999,-14.2767,,2009,FERREIRA CALO CF 2009 NEOTROP ICHTHYOL
-38.999,-14.2767,,2014,FERREIRA HM 2014 J ETHNOBIOL ETHNOMED
-38.999,-14.2767,,2013,LANDIM DOMINGUEZ JM 2013 GEOMORPHOLOGY
-38.999,-14.2767,,2019,LAVENERE-WANDERLEY AA 2019 GEO-MAR LETT
-38.999,-14.2767,,2015,LYRA GDM 2015 PHYTOTAXA
-38.999,-14.2767,,2015,"OLIVEIRA MV, 2015, MARINE BIODIVERSITY RECORDS-a"
-38.999,-14.2767,,2014,TORRANO-SILVA BN 2014 PHYTOTAXA
-38.999,-14.2767,,2020,ZAPELINI C 2020 ETHNOBIOL CONSERV
-39.0189,-14.1089,,2007,DIAS CRISTINA DE OLIVEIRA 2007 
-38.9015,-14,,2008,LEAO Z 2008 BIOTA NEOTROP
-39,-14,,2011,REBOUCAS RC 2011 BRAZ J OCEANOGR
-38.926,-13.939,http://dx.doi.org/10.1590/1519-6984.03115,2016,LEITE JR 2016 BRAZ J BIOL
-38.9255556,-13.9388889,,2018,LEITE JR 2018 MAR FRESHW RES
-38.9833333,-13.9333333,,2012,"MARTINS L, 2012, MARINE BIODIVERSITY RECORDS"
-39.0005556,-13.8455556,,2014,BITENCOURT JA 2014 J EXP MAR BIOL ECOL
-38.9045,-13.61375,,2012,SANTOS PATRICIA SOUZA 2012 
-38.5,-13.5,10.1016/j.fishres.2021.106037,2021,"MALAFAIA PN, 2021, FISH RES"
-39.333,-13.467,10.1017/S0025315421000023,2021,"NOGUEIRA MM, 2021, J MAR BIOL ASSOC U K"
-37.8,-13.433,http://dx.doi.org/10.1007/s10641-018-0775-6,2018,SAMPAIO CLS 2018 ENVIRON BIOL FISHES
-38.902,-13.406,10.3389/fmars.2020.595244,2021,"JESUS MD, 2021, FRONT MAR SCI"
-44.2,-13.4,,2012,SIMONE LUIZ RICARDO L 2012 
-38.905,-13.388,http://dx.doi.org/10.1111/jpy.12917,2019,COSTA IO 2019 J PHYCOL
-38.917,-13.383,http://dx.doi.org/10.1590/1982-0224-20150010,2016,BENEVIDES LJ 2016 NEOTROP ICHTHYOL
-38.9089167,-13.3822222,,2015,ALBUQUERQUE T 2015 MAR FRESHW RES
-38.9089167,-13.3822222,,2019,BARBOSA LIMA SF 2019 BIOTA NEOTROP
-38.9089167,-13.3822222,,2012,CINTRA DA COSTA NUNES JA 2012 BIOTA NEOTROP
-38.9089167,-13.3822222,,2011,DE SOUZA FILHO JR 2011 J COAST RES
