Paper_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25 
BEZERRA FHR 2003 MAR GEOL,0.012578616,0.031446541,0.012578616,0.012578616,0.062893082,0.025157233,0.037735849,0.025157233,0.018867925,0.100628931,0.012578616,0.031446541,0.018867925,0.018867925,0.012578616,0.031446541,0.044025157,0.012578616,0.018867925,0.06918239,0.018867925,0.018867925,0.025157233,0.025157233,0.301886792
BEZERRA IM 2018 MAR ENVIRON RES,0.013422819,0.020134228,0.013422819,0.013422819,0.020134228,0.013422819,0.033557047,0.100671141,0.067114094,0.040268456,0.020134228,0.013422819,0.020134228,0.013422819,0.248322148,0.020134228,0.087248322,0.013422819,0.080536913,0.026845638,0.013422819,0.020134228,0.026845638,0.046979866,0.013422819
"BEZERRA IM, 2021, FISH RES",0.026595745,0.031914894,0.026595745,0.010638298,0.037234043,0.021276596,0.015957447,0.021276596,0.031914894,0.010638298,0.021276596,0.031914894,0.015957447,0.021276596,0.015957447,0.021276596,0.037234043,0.010638298,0.042553191,0.085106383,0.021276596,0.010638298,0.021276596,0.39893617,0.010638298
BISPO A 2016 J MAR BIOL ASSOC U K,0.017699115,0.026548673,0.238938053,0.044247788,0.132743363,0.026548673,0.026548673,0.017699115,0.017699115,0.03539823,0.017699115,0.044247788,0.026548673,0.017699115,0.017699115,0.03539823,0.03539823,0.017699115,0.026548673,0.053097345,0.026548673,0.03539823,0.017699115,0.026548673,0.017699115
BITENCOURT JA 2014 J EXP MAR BIOL ECOL,0.013986014,0.020979021,0.041958042,0.013986014,0.034965035,0.020979021,0.020979021,0.034965035,0.013986014,0.013986014,0.048951049,0.041958042,0.020979021,0.027972028,0.405594406,0.034965035,0.034965035,0.013986014,0.013986014,0.020979021,0.041958042,0.013986014,0.020979021,0.013986014,0.013986014
BITTENCOURT ACDP 2000 AN ACAD BRAS CIENC,0.027522936,0.018348624,0.018348624,0.018348624,0.036697248,0.018348624,0.027522936,0.036697248,0.018348624,0.19266055,0.04587156,0.018348624,0.036697248,0.018348624,0.055045872,0.027522936,0.064220183,0.018348624,0.027522936,0.055045872,0.018348624,0.04587156,0.027522936,0.027522936,0.100917431
BITTENCOURT ACSP 2008 AN ACAD BRAS CIENC,0.033333333,0.025,0.016666667,0.016666667,0.025,0.016666667,0.025,0.016666667,0.016666667,0.183333333,0.016666667,0.016666667,0.041666667,0.016666667,0.025,0.025,0.066666667,0.025,0.016666667,0.083333333,0.033333333,0.016666667,0.025,0.016666667,0.2
BLABER SJM 2013 ESTUAR COAST SHELF SCI,0.071111111,0.008888889,0.013333333,0.008888889,0.008888889,0.026666667,0.053333333,0.017777778,0.142222222,0.013333333,0.044444444,0.013333333,0.022222222,0.111111111,0.053333333,0.026666667,0.013333333,0.008888889,0.08,0.057777778,0.017777778,0.008888889,0.062222222,0.102222222,0.013333333
BLEUEL J 2022 ICRS,0.01,0.025,0.065,0.02,0.02,0.01,0.19,0.02,0.01,0.02,0.04,0.015,0.01,0.025,0.03,0.025,0.045,0.1,0.03,0.13,0.015,0.045,0.055,0.02,0.025
BONALDO R M 2005 ,0.020408163,0.020408163,0.030612245,0.020408163,0.06122449,0.193877551,0.040816327,0.06122449,0.071428571,0.030612245,0.030612245,0.040816327,0.020408163,0.030612245,0.040816327,0.020408163,0.020408163,0.051020408,0.040816327,0.040816327,0.030612245,0.020408163,0.020408163,0.020408163,0.020408163
BONALDO RM 2006 MAR BIOL,0.015151515,0.068181818,0.015151515,0.015151515,0.015151515,0.128787879,0.022727273,0.234848485,0.136363636,0.015151515,0.045454545,0.03030303,0.022727273,0.015151515,0.015151515,0.015151515,0.037878788,0.015151515,0.015151515,0.03030303,0.022727273,0.022727273,0.015151515,0.015151515,0.015151515
BONALDO RM 2007 MAR ECOL -PROG SER,0.017857143,0.017857143,0.035714286,0.029761905,0.035714286,0.113095238,0.011904762,0.267857143,0.089285714,0.023809524,0.011904762,0.077380952,0.017857143,0.023809524,0.011904762,0.017857143,0.041666667,0.011904762,0.017857143,0.029761905,0.011904762,0.023809524,0.011904762,0.017857143,0.029761905
BONATTI E 1990 NATURE,0.028169014,0.028169014,0.028169014,0.028169014,0.028169014,0.028169014,0.028169014,0.028169014,0.028169014,0.056338028,0.028169014,0.197183099,0.028169014,0.084507042,0.028169014,0.028169014,0.028169014,0.028169014,0.028169014,0.028169014,0.028169014,0.028169014,0.028169014,0.028169014,0.070422535
"BONTEMPO FILHO EB, 2022, AN ACAD BRAS CIENC",0.17218543,0.013245033,0.013245033,0.026490066,0.039735099,0.013245033,0.013245033,0.046357616,0.026490066,0.21192053,0.01986755,0.013245033,0.01986755,0.046357616,0.013245033,0.066225166,0.01986755,0.013245033,0.026490066,0.01986755,0.01986755,0.01986755,0.013245033,0.013245033,0.099337748
BORGES DE ARAUJO HA 2008 J FORAMINIFER RES,0.02189781,0.02189781,0.02189781,0.02919708,0.02919708,0.02919708,0.102189781,0.02189781,0.01459854,0.058394161,0.04379562,0.02189781,0.02189781,0.058394161,0.01459854,0.02189781,0.065693431,0.01459854,0.02919708,0.02189781,0.01459854,0.02189781,0.01459854,0.02189781,0.262773723
BORGES DE ARAUJO HA 2018 J MAR SYST,0.033557047,0.013422819,0.026845638,0.033557047,0.013422819,0.013422819,0.020134228,0.020134228,0.026845638,0.040268456,0.026845638,0.020134228,0.013422819,0.127516779,0.013422819,0.046979866,0.033557047,0.013422819,0.033557047,0.060402685,0.013422819,0.053691275,0.020134228,0.013422819,0.268456376
BORGES VP 2014 PHYTOTAXA,0.01980198,0.01980198,0.099009901,0.227722772,0.04950495,0.01980198,0.01980198,0.02970297,0.01980198,0.01980198,0.02970297,0.03960396,0.01980198,0.01980198,0.02970297,0.069306931,0.02970297,0.01980198,0.01980198,0.03960396,0.04950495,0.01980198,0.03960396,0.02970297,0.01980198
"BORIE A, 2021, SCI MAR",0.031746032,0.063492063,0.015873016,0.031746032,0.031746032,0.087301587,0.015873016,0.023809524,0.03968254,0.015873016,0.063492063,0.071428571,0.087301587,0.015873016,0.03968254,0.023809524,0.055555556,0.023809524,0.111111111,0.031746032,0.023809524,0.015873016,0.015873016,0.03968254,0.023809524
"BORIE-MOJICA A, 2022, ENVIRON BIOL FISHES",0.013793103,0.089655172,0.013793103,0.013793103,0.027586207,0.020689655,0.027586207,0.103448276,0.013793103,0.034482759,0.062068966,0.062068966,0.048275862,0.048275862,0.048275862,0.020689655,0.034482759,0.013793103,0.103448276,0.04137931,0.027586207,0.013793103,0.020689655,0.075862069,0.020689655
BORNATOWSKI H 2018 J FISH BIOL,0.095238095,0.023809524,0.023809524,0.023809524,0.119047619,0.023809524,0.023809524,0.023809524,0.023809524,0.023809524,0.023809524,0.130952381,0.023809524,0.023809524,0.05952381,0.023809524,0.023809524,0.023809524,0.035714286,0.035714286,0.023809524,0.05952381,0.035714286,0.047619048,0.023809524
BOROBIA M 1992 BIOL CONSERV,0.052631579,0.087719298,0.01754386,0.035087719,0.096491228,0.043859649,0.01754386,0.035087719,0.043859649,0.026315789,0.01754386,0.043859649,0.01754386,0.043859649,0.035087719,0.026315789,0.061403509,0.01754386,0.105263158,0.043859649,0.01754386,0.01754386,0.026315789,0.043859649,0.026315789
BOSA CLAUDIA REGINA 2002 ,0.015748031,0.212598425,0.015748031,0.015748031,0.031496063,0.023622047,0.039370079,0.015748031,0.015748031,0.031496063,0.062992126,0.031496063,0.212598425,0.047244094,0.023622047,0.031496063,0.023622047,0.015748031,0.015748031,0.023622047,0.023622047,0.015748031,0.023622047,0.015748031,0.015748031
BOSCO GUSMAO J 2019 HYDROBIOLOGIA,0.018867925,0.012578616,0.012578616,0.012578616,0.012578616,0.025157233,0.088050314,0.018867925,0.018867925,0.125786164,0.295597484,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.012578616,0.012578616,0.018867925,0.018867925,0.018867925,0.037735849,0.06918239,0.012578616,0.062893082
BOUDAGHER-FADEL MK 2010 STRATIGRAPHY,0.02173913,0.02173913,0.027173913,0.043478261,0.027173913,0.02173913,0.043478261,0.010869565,0.02173913,0.010869565,0.010869565,0.016304348,0.054347826,0.032608696,0.02173913,0.054347826,0.032608696,0.048913043,0.010869565,0.027173913,0.010869565,0.02173913,0.054347826,0.032608696,0.320652174
BOURGUIGNON SN 2018 GEOSCIENCES,0.007092199,0.007092199,0.017730496,0.060283688,0.031914894,0.007092199,0.017730496,0.010638298,0.031914894,0.010638298,0.031914894,0.007092199,0.007092199,0.042553191,0.010638298,0.117021277,0.017730496,0.010638298,0.014184397,0.031914894,0.010638298,0.010638298,0.031914894,0.060283688,0.393617021
BOUTH HF 2011 ZOOLOGIA,0.021428571,0.15,0.035714286,0.028571429,0.078571429,0.028571429,0.021428571,0.021428571,0.2,0.014285714,0.028571429,0.05,0.057142857,0.021428571,0.021428571,0.035714286,0.021428571,0.014285714,0.028571429,0.035714286,0.014285714,0.014285714,0.021428571,0.021428571,0.014285714
BOUZON ZL 2000 CRYPTOGAM ALGOL,0.017857143,0.205357143,0.044642857,0.214285714,0.017857143,0.017857143,0.026785714,0.017857143,0.017857143,0.044642857,0.017857143,0.017857143,0.044642857,0.035714286,0.026785714,0.017857143,0.026785714,0.017857143,0.026785714,0.017857143,0.026785714,0.026785714,0.017857143,0.017857143,0.035714286
BOWEN BW 2006 MAR BIOL,0.019230769,0.019230769,0.025641026,0.012820513,0.019230769,0.025641026,0.012820513,0.025641026,0.044871795,0.012820513,0.012820513,0.019230769,0.08974359,0.012820513,0.435897436,0.044871795,0.019230769,0.012820513,0.012820513,0.032051282,0.012820513,0.032051282,0.019230769,0.012820513,0.012820513
BRANCO ISL 2013 NEOTROP ICHTHYOL,0.012195122,0.323170732,0.018292683,0.018292683,0.085365854,0.06097561,0.024390244,0.012195122,0.030487805,0.012195122,0.018292683,0.073170732,0.030487805,0.018292683,0.018292683,0.018292683,0.012195122,0.012195122,0.036585366,0.018292683,0.06097561,0.018292683,0.012195122,0.036585366,0.018292683
BRANDAO CS 2017 OCEAN COASTAL MANAGE,0.108695652,0.02173913,0.014492754,0.014492754,0.02173913,0.014492754,0.014492754,0.014492754,0.014492754,0.028985507,0.014492754,0.043478261,0.014492754,0.043478261,0.014492754,0.02173913,0.043478261,0.028985507,0.34057971,0.028985507,0.014492754,0.02173913,0.050724638,0.036231884,0.014492754
"BRANDAO CS, 2021, ETHNOBIOL CONSERV",0.030075188,0.022556391,0.015037594,0.015037594,0.022556391,0.015037594,0.015037594,0.052631579,0.030075188,0.015037594,0.015037594,0.015037594,0.030075188,0.030075188,0.015037594,0.015037594,0.082706767,0.015037594,0.345864662,0.015037594,0.022556391,0.022556391,0.082706767,0.030075188,0.030075188
BRANDAO MC 2016 SYST BIODIVERS,0.016949153,0.02259887,0.248587571,0.016949153,0.016949153,0.02259887,0.016949153,0.016949153,0.011299435,0.039548023,0.011299435,0.033898305,0.124293785,0.02259887,0.084745763,0.056497175,0.016949153,0.011299435,0.06779661,0.04519774,0.028248588,0.028248588,0.011299435,0.016949153,0.011299435
BRANDINI F 2011 BRAZ J OCEANOGR,0.024193548,0.032258065,0.016129032,0.056451613,0.129032258,0.016129032,0.056451613,0.024193548,0.016129032,0.016129032,0.096774194,0.024193548,0.064516129,0.016129032,0.016129032,0.056451613,0.032258065,0.016129032,0.032258065,0.040322581,0.024193548,0.096774194,0.024193548,0.016129032,0.056451613
BRANDINI F 2014 REG ENVIR CHANG,0.045751634,0.013071895,0.019607843,0.013071895,0.091503268,0.013071895,0.039215686,0.019607843,0.026143791,0.071895425,0.026143791,0.013071895,0.013071895,0.013071895,0.026143791,0.026143791,0.019607843,0.019607843,0.130718954,0.032679739,0.019607843,0.026143791,0.026143791,0.222222222,0.032679739
BRASILEIRO PS 2016 MAR BIODIVERS,0.012658228,0.025316456,0.012658228,0.303797468,0.012658228,0.012658228,0.044303797,0.025316456,0.012658228,0.018987342,0.018987342,0.025316456,0.056962025,0.012658228,0.025316456,0.037974684,0.120253165,0.025316456,0.037974684,0.044303797,0.03164557,0.012658228,0.012658228,0.018987342,0.037974684
BRASILEIRO PS 2018 PALAIOS,0.018867925,0.094339623,0.012578616,0.320754717,0.018867925,0.018867925,0.025157233,0.018867925,0.012578616,0.018867925,0.012578616,0.031446541,0.037735849,0.018867925,0.012578616,0.050314465,0.037735849,0.012578616,0.012578616,0.037735849,0.012578616,0.018867925,0.018867925,0.012578616,0.113207547
"BRAZ GB, 2022, CORAL REEFS",0.034883721,0.01744186,0.01744186,0.040697674,0.029069767,0.029069767,0.029069767,0.011627907,0.023255814,0.023255814,0.040697674,0.01744186,0.011627907,0.011627907,0.023255814,0.029069767,0.01744186,0.162790698,0.034883721,0.023255814,0.023255814,0.052325581,0.209302326,0.01744186,0.069767442
BREEDY O 2011 ZOOTAXA,0.015748031,0.015748031,0.299212598,0.023622047,0.023622047,0.023622047,0.023622047,0.031496063,0.015748031,0.031496063,0.015748031,0.062992126,0.015748031,0.023622047,0.023622047,0.023622047,0.039370079,0.086614173,0.031496063,0.047244094,0.047244094,0.023622047,0.015748031,0.023622047,0.015748031
BREMEC C 2013 J MAR BIOL ASSOC U K,0.022222222,0.037037037,0.014814815,0.014814815,0.074074074,0.014814815,0.096296296,0.014814815,0.02962963,0.066666667,0.022222222,0.022222222,0.2,0.014814815,0.014814815,0.02962963,0.02962963,0.014814815,0.014814815,0.111111111,0.014814815,0.059259259,0.022222222,0.014814815,0.02962963
BREVES A 2017 AN ACAD BRAS CIENC,0.014705882,0.022058824,0.029411765,0.022058824,0.058823529,0.029411765,0.022058824,0.029411765,0.022058824,0.154411765,0.132352941,0.029411765,0.029411765,0.014705882,0.022058824,0.022058824,0.022058824,0.022058824,0.014705882,0.066176471,0.022058824,0.088235294,0.044117647,0.029411765,0.036764706
BREVES A 2017 AQUAT ECOSYST HEALTH MANAG,0.01369863,0.034246575,0.01369863,0.01369863,0.04109589,0.01369863,0.034246575,0.047945205,0.02739726,0.04109589,0.123287671,0.01369863,0.102739726,0.020547945,0.04109589,0.01369863,0.01369863,0.020547945,0.02739726,0.020547945,0.02739726,0.205479452,0.054794521,0.01369863,0.020547945
"BREVES A, 2016, MARINE BIODIVERSITY RECORDS",0.026086957,0.043478261,0.017391304,0.043478261,0.026086957,0.026086957,0.043478261,0.017391304,0.017391304,0.147826087,0.017391304,0.060869565,0.017391304,0.052173913,0.017391304,0.026086957,0.026086957,0.017391304,0.017391304,0.069565217,0.017391304,0.130434783,0.017391304,0.026086957,0.07826087
BREVES-RAMOS A 2010 J MAR BIOL ASSOC U K,0.025862069,0.077586207,0.017241379,0.060344828,0.077586207,0.017241379,0.017241379,0.017241379,0.034482759,0.094827586,0.060344828,0.017241379,0.025862069,0.025862069,0.034482759,0.017241379,0.017241379,0.017241379,0.025862069,0.017241379,0.017241379,0.224137931,0.017241379,0.017241379,0.025862069
BRITO-LOLAIA M 2020 Helgoland Mar. Res.,0.017857143,0.011904762,0.041666667,0.023809524,0.029761905,0.029761905,0.023809524,0.035714286,0.017857143,0.083333333,0.023809524,0.011904762,0.410714286,0.017857143,0.017857143,0.017857143,0.023809524,0.035714286,0.017857143,0.023809524,0.011904762,0.029761905,0.011904762,0.011904762,0.017857143
BROTTO DANIEL SHIMADA 2006 ,0.03030303,0.015151515,0.022727273,0.022727273,0.015151515,0.03030303,0.090909091,0.060606061,0.098484848,0.03030303,0.242424242,0.015151515,0.03030303,0.022727273,0.015151515,0.03030303,0.015151515,0.015151515,0.015151515,0.045454545,0.022727273,0.037878788,0.015151515,0.045454545,0.015151515
BROTTO DS 2001 BRAZ ARCH BIOL TECHNOL,0.017094017,0.034188034,0.017094017,0.025641026,0.017094017,0.025641026,0.017094017,0.085470085,0.05982906,0.051282051,0.239316239,0.017094017,0.025641026,0.017094017,0.017094017,0.017094017,0.034188034,0.017094017,0.017094017,0.05982906,0.025641026,0.076923077,0.034188034,0.017094017,0.034188034
BROTTO DS 2006 J COAST RES,0.033557047,0.026845638,0.013422819,0.013422819,0.020134228,0.033557047,0.120805369,0.060402685,0.026845638,0.067114094,0.127516779,0.013422819,0.020134228,0.073825503,0.013422819,0.020134228,0.046979866,0.020134228,0.040268456,0.033557047,0.020134228,0.040268456,0.020134228,0.080536913,0.013422819
BROTTO DS 2007 REV BRAS ZOOL,0.014285714,0.014285714,0.028571429,0.014285714,0.028571429,0.071428571,0.042857143,0.128571429,0.021428571,0.021428571,0.321428571,0.014285714,0.035714286,0.028571429,0.021428571,0.014285714,0.014285714,0.014285714,0.014285714,0.028571429,0.014285714,0.021428571,0.035714286,0.014285714,0.021428571
BRUCE T 2012 PLOS ONE,0.020512821,0.01025641,0.01025641,0.035897436,0.015384615,0.01025641,0.046153846,0.035897436,0.030769231,0.015384615,0.071794872,0.01025641,0.015384615,0.061538462,0.030769231,0.015384615,0.158974359,0.025641026,0.133333333,0.01025641,0.117948718,0.030769231,0.041025641,0.035897436,0.01025641
BRUCKNER AW 2005 REV BIOL TROP,0.018987342,0.012658228,0.018987342,0.012658228,0.037974684,0.132911392,0.012658228,0.018987342,0.018987342,0.012658228,0.018987342,0.018987342,0.012658228,0.018987342,0.050632911,0.018987342,0.107594937,0.012658228,0.050632911,0.025316456,0.012658228,0.044303797,0.037974684,0.259493671,0.012658228
BRUNELLI B 2019 J APPL PHYCOL,0.043956044,0.021978022,0.186813187,0.131868132,0.043956044,0.021978022,0.021978022,0.021978022,0.032967033,0.043956044,0.021978022,0.032967033,0.021978022,0.021978022,0.032967033,0.032967033,0.021978022,0.021978022,0.065934066,0.032967033,0.032967033,0.021978022,0.021978022,0.021978022,0.021978022
BUARQUE BV 2017 AN ACAD BRAS CIENC,0.04,0.026666667,0.02,0.013333333,0.053333333,0.013333333,0.013333333,0.026666667,0.013333333,0.06,0.013333333,0.013333333,0.033333333,0.013333333,0.033333333,0.046666667,0.06,0.013333333,0.033333333,0.046666667,0.026666667,0.026666667,0.013333333,0.02,0.326666667
BUENO JF 2014 INTERPRETATION,0.014388489,0.021582734,0.021582734,0.028776978,0.021582734,0.014388489,0.043165468,0.035971223,0.043165468,0.100719424,0.021582734,0.021582734,0.014388489,0.014388489,0.014388489,0.165467626,0.035971223,0.014388489,0.071942446,0.057553957,0.028776978,0.021582734,0.014388489,0.014388489,0.143884892
BUENO LS 2016 J FISH BIOL,0.036231884,0.137681159,0.02173913,0.014492754,0.036231884,0.050724638,0.014492754,0.086956522,0.014492754,0.02173913,0.043478261,0.02173913,0.014492754,0.086956522,0.028985507,0.028985507,0.057971014,0.02173913,0.014492754,0.043478261,0.02173913,0.028985507,0.02173913,0.115942029,0.014492754
"BUENO LS, 2015, MARINE BIODIVERSITY RECORDS",0.021052632,0.063157895,0.031578947,0.021052632,0.052631579,0.031578947,0.021052632,0.042105263,0.031578947,0.021052632,0.021052632,0.063157895,0.021052632,0.021052632,0.063157895,0.021052632,0.031578947,0.073684211,0.021052632,0.063157895,0.031578947,0.031578947,0.021052632,0.157894737,0.021052632
BUENO M 2010 MAR ECOL -PROG SER,0.02,0.086666667,0.02,0.013333333,0.053333333,0.013333333,0.013333333,0.033333333,0.046666667,0.08,0.033333333,0.02,0.086666667,0.14,0.046666667,0.013333333,0.026666667,0.026666667,0.013333333,0.02,0.013333333,0.113333333,0.013333333,0.02,0.033333333
BUENO M 2016 ESTUAR COAST SHELF SCI,0.01863354,0.01863354,0.01242236,0.124223602,0.01863354,0.01863354,0.260869565,0.02484472,0.031055901,0.049689441,0.099378882,0.01863354,0.037267081,0.01242236,0.01242236,0.01863354,0.01863354,0.01242236,0.01242236,0.02484472,0.01863354,0.01242236,0.043478261,0.01863354,0.062111801
BUENO M 2016 J MAR BIOL ASSOC U K,0.012738854,0.012738854,0.01910828,0.082802548,0.01910828,0.012738854,0.178343949,0.038216561,0.057324841,0.050955414,0.101910828,0.012738854,0.025477707,0.031847134,0.025477707,0.01910828,0.012738854,0.025477707,0.01910828,0.01910828,0.012738854,0.057324841,0.095541401,0.025477707,0.031847134
BUENO M 2017 MAR BIOL RES,0.032432432,0.010810811,0.021621622,0.183783784,0.016216216,0.016216216,0.210810811,0.016216216,0.016216216,0.059459459,0.07027027,0.016216216,0.027027027,0.010810811,0.010810811,0.010810811,0.010810811,0.010810811,0.027027027,0.021621622,0.064864865,0.010810811,0.086486486,0.027027027,0.010810811
BUENO M 2019 BULL MAR SCI,0.034883721,0.052325581,0.011627907,0.122093023,0.01744186,0.023255814,0.075581395,0.029069767,0.081395349,0.069767442,0.034883721,0.034883721,0.023255814,0.122093023,0.011627907,0.01744186,0.029069767,0.011627907,0.01744186,0.011627907,0.01744186,0.011627907,0.104651163,0.011627907,0.023255814
"BUENO PF, 2019, OCEAN COASTAL MANAGE",0.044444444,0.016666667,0.011111111,0.011111111,0.011111111,0.016666667,0.022222222,0.038888889,0.027777778,0.022222222,0.011111111,0.011111111,0.027777778,0.016666667,0.016666667,0.016666667,0.133333333,0.011111111,0.277777778,0.016666667,0.011111111,0.011111111,0.022222222,0.177777778,0.016666667
BUMBEER J 2016 BIOTA NEOTROP,0.012121212,0.012121212,0.024242424,0.018181818,0.248484848,0.012121212,0.115151515,0.03030303,0.018181818,0.018181818,0.024242424,0.054545455,0.018181818,0.042424242,0.012121212,0.042424242,0.012121212,0.018181818,0.078787879,0.048484848,0.018181818,0.066666667,0.018181818,0.018181818,0.018181818
BUMBEER J 2018 BIOL INVASIONS,0.109289617,0.021857923,0.010928962,0.016393443,0.016393443,0.010928962,0.021857923,0.021857923,0.142076503,0.010928962,0.032786885,0.016393443,0.016393443,0.010928962,0.010928962,0.021857923,0.016393443,0.010928962,0.06557377,0.087431694,0.010928962,0.229508197,0.016393443,0.06010929,0.010928962
BUMBEER JA 2012 ZOOLOGIA,0.085526316,0.013157895,0.026315789,0.013157895,0.072368421,0.013157895,0.013157895,0.019736842,0.026315789,0.085526316,0.019736842,0.019736842,0.013157895,0.046052632,0.013157895,0.013157895,0.032894737,0.026315789,0.065789474,0.052631579,0.019736842,0.236842105,0.026315789,0.019736842,0.026315789
BURGOS DC 2009 ACTA BOT BRAS,0.01754386,0.035087719,0.043859649,0.087719298,0.026315789,0.026315789,0.052631579,0.01754386,0.026315789,0.043859649,0.026315789,0.122807018,0.043859649,0.070175439,0.026315789,0.070175439,0.035087719,0.01754386,0.035087719,0.070175439,0.026315789,0.01754386,0.01754386,0.026315789,0.01754386
CABRAL IPS 2009 WSCG 2009 COMMUNICATION PAPERS PROCEEDINGS,0.05988024,0.017964072,0.011976048,0.011976048,0.011976048,0.017964072,0.035928144,0.041916168,0.065868263,0.023952096,0.011976048,0.011976048,0.017964072,0.035928144,0.017964072,0.221556886,0.05988024,0.041916168,0.143712575,0.02994012,0.017964072,0.041916168,0.017964072,0.011976048,0.017964072
CACERES-CHAMIZO JP 2017 ZOOTAXA,0.016949153,0.016949153,0.338983051,0.042372881,0.033898305,0.016949153,0.025423729,0.025423729,0.016949153,0.033898305,0.016949153,0.059322034,0.025423729,0.016949153,0.093220339,0.016949153,0.033898305,0.033898305,0.025423729,0.016949153,0.016949153,0.025423729,0.016949153,0.016949153,0.016949153
CAIRD RA 2017 SEDIMENT GEOL,0.009569378,0.014354067,0.019138756,0.009569378,0.019138756,0.019138756,0.043062201,0.019138756,0.009569378,0.038277512,0.014354067,0.009569378,0.023923445,0.325358852,0.014354067,0.014354067,0.023923445,0.009569378,0.038277512,0.019138756,0.062200957,0.014354067,0.033492823,0.009569378,0.186602871
CAIRES TA 2013 BRAZ J BOT,0.02,0.08,0.013333333,0.1,0.013333333,0.026666667,0.033333333,0.106666667,0.04,0.04,0.026666667,0.02,0.04,0.126666667,0.046666667,0.013333333,0.053333333,0.013333333,0.026666667,0.046666667,0.013333333,0.033333333,0.013333333,0.026666667,0.026666667
CAIRES TA 2013 BRAZ J OCEANOGR,0.016129032,0.048387097,0.016129032,0.072580645,0.048387097,0.016129032,0.024193548,0.040322581,0.056451613,0.064516129,0.072580645,0.024193548,0.048387097,0.10483871,0.016129032,0.016129032,0.056451613,0.016129032,0.024193548,0.016129032,0.032258065,0.048387097,0.016129032,0.088709677,0.016129032
CAIRES TA 2019 BRAZ J BOT,0.011976048,0.035928144,0.041916168,0.047904192,0.095808383,0.023952096,0.131736527,0.035928144,0.011976048,0.101796407,0.011976048,0.011976048,0.041916168,0.011976048,0.011976048,0.02994012,0.053892216,0.011976048,0.05988024,0.095808383,0.065868263,0.011976048,0.011976048,0.017964072,0.011976048
CALMANOVICI B 2018 MAR ECOL -PROG SER,0.043478261,0.124223602,0.01863354,0.01242236,0.02484472,0.037267081,0.01242236,0.062111801,0.01863354,0.01242236,0.01242236,0.01242236,0.031055901,0.01242236,0.01242236,0.341614907,0.01863354,0.01242236,0.062111801,0.01863354,0.01242236,0.02484472,0.01863354,0.031055901,0.01242236
CAMARA EM 2019 MAR ENV RES,0.086021505,0.016129032,0.010752688,0.010752688,0.010752688,0.016129032,0.086021505,0.02688172,0.037634409,0.048387097,0.172043011,0.010752688,0.010752688,0.080645161,0.010752688,0.037634409,0.037634409,0.010752688,0.010752688,0.043010753,0.021505376,0.021505376,0.139784946,0.016129032,0.02688172
CAMILATO V 2010 J APPL ICHTHYOL,0.057142857,0.085714286,0.028571429,0.028571429,0.085714286,0.071428571,0.028571429,0.028571429,0.028571429,0.042857143,0.057142857,0.028571429,0.057142857,0.028571429,0.042857143,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.042857143,0.028571429
CAMPBELL AE 2005 SEDIMENT GEOL,0.023391813,0.011695906,0.011695906,0.01754386,0.01754386,0.011695906,0.040935673,0.099415205,0.011695906,0.011695906,0.01754386,0.011695906,0.01754386,0.011695906,0.029239766,0.01754386,0.01754386,0.01754386,0.011695906,0.01754386,0.011695906,0.023391813,0.040935673,0.011695906,0.485380117
"CAMPELO RPS, 2021, MAR POLLUT BULL",0.172661871,0.028776978,0.028776978,0.014388489,0.028776978,0.014388489,0.028776978,0.021582734,0.057553957,0.050359712,0.014388489,0.014388489,0.201438849,0.028776978,0.028776978,0.021582734,0.021582734,0.028776978,0.028776978,0.035971223,0.021582734,0.028776978,0.043165468,0.021582734,0.014388489
CAMPOS FF 2015 BRAZ J BIOL,0.034883721,0.023255814,0.034883721,0.023255814,0.093023256,0.023255814,0.034883721,0.023255814,0.046511628,0.034883721,0.023255814,0.023255814,0.046511628,0.034883721,0.023255814,0.023255814,0.023255814,0.104651163,0.034883721,0.023255814,0.174418605,0.023255814,0.023255814,0.023255814,0.023255814
CAMPOS LS 2010 ECHINODERMS DURHAM,0.028368794,0.021276596,0.056737589,0.021276596,0.120567376,0.021276596,0.021276596,0.063829787,0.014184397,0.014184397,0.035460993,0.042553191,0.014184397,0.042553191,0.021276596,0.14893617,0.070921986,0.04964539,0.035460993,0.042553191,0.014184397,0.028368794,0.028368794,0.021276596,0.021276596
CAMPOS LS 2010 ECHINODERMS DURHAM-a,0.024590164,0.024590164,0.032786885,0.016393443,0.139344262,0.024590164,0.049180328,0.081967213,0.016393443,0.032786885,0.032786885,0.016393443,0.024590164,0.016393443,0.032786885,0.155737705,0.040983607,0.040983607,0.016393443,0.040983607,0.016393443,0.024590164,0.016393443,0.016393443,0.06557377
CAMPOS P 2020 ENVIRON RES,0.098265896,0.040462428,0.028901734,0.046242775,0.040462428,0.01734104,0.01734104,0.063583815,0.011560694,0.034682081,0.034682081,0.011560694,0.028901734,0.011560694,0.023121387,0.011560694,0.057803468,0.12716763,0.034682081,0.01734104,0.092485549,0.028901734,0.098265896,0.011560694,0.011560694
